原数据,标签
0 嗯 可以 没问题 请问您 贵姓 怎么 称呼 您 呢？  #,0 记录被保险人资料
0 呃 请问您 是 的 地区 的 客户 呢 韦 女士？  #,0 记录被保险人资料
0 天津 滨海新区 是吗？  #,0 记录被保险人资料
0 那 请问您 是 给 多大 年龄 人 投保。  #,0 记录被保险人资料
0 我帮您 登记 一下 信息。 姓 徐， 双人徐 是吗 嗯？ 嗯 徐 女士 您好 您 在 张家口市 的 哪个区 呢？ 消化 清楚。  #,0 记录被保险人资料
0 就 产品 下次 在 销售 嘛。 对。 那 有没有 你们 专门 那个 保险 但 你 能 跟我 一会 我 再联系 一下 我想 咨询一下。 好的 那 可以 您 是 宁波 的 对吧！ 嗯 打 您 这个 幺 三七 的 手机号 就 可以 是吧 对 对 好 您贵姓 啊 女士？ 我姓 庄 您 是 给自己 买 还是 想 给 孩子。  #,0 记录被保险人资料
0 因为 就是 不是 第一次 我 不太了解？ 对 那 主险 的 话 如果 常青树 呢 就是 目前 我们现在 比较 热销 的 就 这个 保 的 比较 全 的 一百 种 重大疾病 和 五 十种轻症 他是 保障 终身 的 然后 是 到 被保险人 八十 周岁 的 时候 他 会 把 已交 的 保费 全部 返还？ 然后 保单 继续有效 它 一直 保 到 被保险人 终身 的。 提示 给我 接下。 然后 搭配 的 话 那您 就 卡 如果 要 搭配 这个 住院医疗 您 可以 打个 住院医疗。 嗯。 嗯 或者 我们 这边 可以帮您 联系 就是 比较 专业 的 业务员 他 可以 跟您 详细 推荐 一下 做 个 计划书 给您 做一个， 这个 详细 的 讲解。  #,0 记录被保险人资料
0 然后 您的 家人 分别 是 四十 几岁 刚才说？  #,0 记录被保险人资料
0 呃 四十八岁 的 是 男性 还是 女性 啊！  #,0 记录被保险人资料
0 嗯 二十岁 这 俩 是 男 的 还是 女的 呀！  #,0 记录被保险人资料
0 您 是 哪个省 哪个市 的 呀 女士？  #,0 记录被保险人资料
0 好的， 您 是 在 哪个 地址 啊！  #,0 记录被保险人资料
0 就 想 要 用 月缴 的 是吗 那您 看 我 这边是 给您 先 介绍 一下 险种 还是 安排 工作人员 直接 去 联系 您 呢？ 是 联系 您 啊 也 行 您 现在 所在 地点 在哪里 女士？ 真的。 嗯 好 来电 的 这个 手机号 方便 后续 联系 您 呢？ 您贵姓， 姓 杜 是吗？ 对 你好 嗯 好的 稍等 一下。 比如说。 好的 女士 那 我 这边 帮您 反馈 一下 安排 工作人员 跟您 具体 的 联系 现在 的 话 是 有一个 三岁 的 男 宝宝 来进行 投保 对 吗？  #,0 记录被保险人资料
0 好的。 怎么 称呼 您的 姓名 女士？  #,0 记录被保险人资料
0 呃 是 按照 被保险人 年龄 性别 好吗？ 是 您 要 保 多少 保额 给您 试算 出来 的 您 可以 大概 给您 试算 一下 被保险人 现在 多大 年龄 了 呢？  #,0 记录被保险人资料
0 家人 不是 被保险人 年龄 多大。  #,0 记录被保险人资料
0 嗯 好的 稍等。 五十六岁 的 被保险人 男性 女性。  #,0 记录被保险人资料
0 您 多少 周岁？ 幺零二。  #,0 记录被保险人资料
0 您 刚刚 反应 是 男孩 还是 女孩。  #,0 记录被保险人资料
0 怎么 称呼 您 呢？ 嗯 姓 郝， 郝 女士 什么 直接 联系 您 来电 手机号码 可以 吗？ 行。  #,0 记录被保险人资料
0 您 是 辽宁 哪个市 呢？ 葫芦岛 是。 葫芦岛 是吗？  #,0 记录被保险人资料
0 嗯 对 就 那就是 这个 一百 种 重疾 和 五 十种轻症 他是 保障 终身 的。 呃 被保险人 年龄 大概是 多少 周岁 啊！ 噢 噢！  #,0 记录被保险人资料
0 嗯。 好 那 我 这边 帮您 预约 保障 咱们 公司 安排 工作人员 联系 您 可以 吗？ 行。 呃 您 是 哪个省 哪个市 的 呀 先生？  #,0 记录被保险人资料
0 内蒙古 包头 的。 内蒙 包头 想 投 这种 什么 保险 意外 的 还是 疾病 的 呀！ 疾病 的。 疾病住院 这些 是吧！ 对。 好 您贵姓 阿。  #,0 记录被保险人资料
0 石 老师 的 师。 联系 您 来电 这个 幺五 八 的 手机号 就 可以 是吧！ 嗯， 您 是 打算 给自己 投 还是 给 家人 投 呀！ 自己 嘛。 您的 年龄 今年 多大 了 呀！ 嗯 行 我 二十五号。 好 行 那 我们 这边 帮您 反馈 您 注意 接听电话 好吧！ 嗯。  #,0 记录被保险人资料
0 好 您 是 那个 是 您 是 哪里 的 长期 在 哪里 上海 还是？  #,0 记录被保险人资料
0 上海市 您贵姓 啊 女士。  #,0 记录被保险人资料
0 呃 给您 爱人 是吧 您 爱人 今年 多大 了 呀！  #,0 记录被保险人资料
0 谢谢 嗯 好的 上海市 哪个区 呀 您 在 再见？  #,0 记录被保险人资料
0 被保险人 年龄 多大。  #,0 记录被保险人资料
0 四十九 周岁 是吧 男性 女性？  #,0 记录被保险人资料
0 嗯 现在 的 话 可能 联系 不 了 女士 您 现在 所在地 在哪里？  #,0 记录被保险人资料
0 武汉 是吗 咱们 生活 或者 居住 上班 都 在 武汉 吗？ 对。 嗯 可是 武汉 这边 没有 我们 分支机构 的 扣 的 然后。  #,0 记录被保险人资料
0 嗯 先生 您的 所在地 在 湖北 是吗 嗯 回 给我 那 我 只能 给您 就近 城市 反馈 请问您 哪里 比较 贱？ 哪里 比较 近 就是 什么 就是 我 不太了解 您 当地 的 地址 您 离 其他 省市 像 湖南？  #,0 记录被保险人资料
0 您 爱人 今年 年龄 多大 了 呀 嗯 今年。 是 八九年 的 今年。  #,0 记录被保险人资料
0 您 是 哪个省 哪个市 女士？  #,0 记录被保险人资料
0 您贵姓 啊 女士。 哦 我姓 秘！ 嗯 行。  #,0 记录被保险人资料
0 好的， 您 在 哪个省 哪个市 呢？ 呃  #,0 记录被保险人资料
0 好的 怎么 称呼 您 呢？ 嗯。  #,0 记录被保险人资料
0 好的， 直接 联系 来电 索要 就 可以 了 对吧 还是 还是 几 周岁 了 呢？ 呃  #,0 记录被保险人资料
0 好的 那 我帮您 反馈 一下 就是 女孩 零 周岁 是吗？  #,0 记录被保险人资料
0 嗯 好 这个 险种 保障 的 还是 比较 全面 的 信息 您 是 给 家里人 购买 吗 还是 给您 自己？  #,0 记录被保险人资料
0 宝宝 是吧！ 嗯嗯 嗯 好 了解 行政 哪方面 的 问题 呢？  #,0 记录被保险人资料
0 您 所在地 在哪里？  #,0 记录被保险人资料
0 行 稍等 一下 您 现在 所在 地点 在哪里？ 产 收回 对。 江苏 昆山 是吧 好的 稍等 一下？  #,0 记录被保险人资料
0 好 您 是 哪个省 哪个市 的 呀 先生？  #,0 记录被保险人资料
0 您贵姓 阿。  #,0 记录被保险人资料
0 好 呃 给自己 投 还是 给 孩子 投 呀！ 呃 行 您 年龄 多大 连 先生。  #,0 记录被保险人资料
0 被保 您 是 多大。  #,0 记录被保险人资料
0 男性 女性。  #,0 记录被保险人资料
0 您贵姓 啊 先生。  #,0 记录被保险人资料
0 哪个区 呢？  #,0 记录被保险人资料
0 可以 您 怎么 称呼 您的 姓名 女士？  #,0 记录被保险人资料
0 好的 请问 被保险 多大 年龄 了 呢？  #,0 记录被保险人资料
0 需要 给您 自己 买 是吗？  #,0 记录被保险人资料
0 好的 上海市 杨浦区 是吗？  #,0 记录被保险人资料
0 没有 是吗 您 在 哪个省 哪个市 呢？  #,0 记录被保险人资料
0 您贵姓 怎么 称呼 您的 先生？  #,0 记录被保险人资料
0 是 哪个 地区 的 客户？ 嗯  #,0 记录被保险人资料
0 昆明市 哪个区？ 昆明 昆明市 的 话。 啊！ 那个 区 呢？  #,0 记录被保险人资料
0 官 渡 区。 嗯， 呃 假设 给谁 投保？  #,0 记录被保险人资料
0 嗯 四岁 了 男孩 还是 女孩。  #,0 记录被保险人资料
0 了 我们 是 哪个省 哪个市 的 呀 先生？ 你们。  #,0 记录被保险人资料
0 嗯 孩子 是 男孩 还是 女孩 啊！  #,0 记录被保险人资料
0 好 您贵姓 啊 先生。  #,0 记录被保险人资料
0 嗯 姓 张。 好 您 是 给自己 投 还是 给 家人 投 呀！ 嗯 我 我 我 都 有效 对吧！ 行 那您 今年 多大 了 呀！ 我 还是 九， 行 知道 了 女士 那 我们 这边 帮您 反馈 后边 会 有 工作人员 联系 您 您 直接。  #,0 记录被保险人资料
0 郑东新区 郑东新区。 嗯， 好的 女士。 嗯 那 这边 的 话 幺八幺 的 号码 可以 联系 到 您 吗？  #,0 记录被保险人资料
0 可以 请问您 贵姓 女士。 哦 我姓 王 王 是吧 好的 嗯 这边 我们 向 公司 帮您 反馈 一下 后续 会 有 公司 也 会 跟您 进行 联系 的！  #,0 记录被保险人资料
0 好 可以 女士 您 是 哪个省 哪个市 的 呀！  #,0 记录被保险人资料
0 好 呃 我们 这边 帮您 反馈 呗 让 咱们 公司 安排 业务人员 联系 您 您 是 孩子 是 男孩 女孩 今年 几岁 了 呀！  #,0 记录被保险人资料
0 意外 还有 就是 住院医疗 这边 是吧 嗯嗯？ 您贵姓 啊 女士。  #,0 记录被保险人资料
0 嗯 可以 那 这边 帮您 记录 一下 是 您 交给 多大 还是 够 吗？  #,0 记录被保险人资料
0 嗯 男孩 女孩。  #,0 记录被保险人资料
0 您 在 哪个省 哪个市 呀！  #,0 记录被保险人资料
0 嗯嗯 另外 我想 问一下 被保险人 的 年龄 是 多大 了 呢？  #,0 记录被保险人资料
0 嗯 有 大人 小孩 大概 有 几位 能？  #,0 记录被保险人资料
0 三 两千 尾号 我帮您 记录 您的 地址 是 哪个省 哪个市 哪个区？  #,0 记录被保险人资料
0 嗯 那 请问您 是 想 要 给谁 投保 被保 年龄 是 多大？ 嗯  #,0 记录被保险人资料
0 嗯 好。 呃 您 现在 是 男孩 女孩 呢？ 女孩 女孩。 然后 三十岁 的 是 先 审核 女士 是吧！ 对 嗯。 好 那 我帮您 登记 反馈 您 后期 注意 接听电话 好吧！ 您 是 广东省。 广州市 哪个区 的？  #,0 记录被保险人资料
0 嗯嗯， 然后 被保险人 年龄 大概 就是 三十七 周岁 是吧 对 对？  #,0 记录被保险人资料
0 有 啊 如果您 要是 想 投 我们 这边 可以帮您 预约 然后 咱们 公司 安排 工作人员 联系 您 投 吧 可以 吗？ 哦 好！ 嗯 您 是 哪个省 哪个 呃 您 是 广东省 哪个 城市 的 通 通畅？ 好的 您 这 幺 八六 的 手机号 就 可以 是吧！ 对 您 是 给自己 投 还是 给 家人 投 呀！  #,0 记录被保险人资料
0 小孩 孩子 男孩 女孩 几岁 了？  #,0 记录被保险人资料
0 您 是 想 要 给谁 投保 被保 年龄？  #,0 记录被保险人资料
0 因为 被保险人 是 您 是吗？  #,0 记录被保险人资料
0 呃 您的 年龄 现在 多大 呢？  #,0 记录被保险人资料
0 那您 是 有一个 给自己 购买 还是 家里人 购买。  #,0 记录被保险人资料
0 嗯 您的 年龄 多大。  #,0 记录被保险人资料
0 广东 身份 嗯 好的 方便 说一下 您 听一下 被保险人 年龄。  #,0 记录被保险人资料
0 入 保 应该 在 石家庄市 河北省。 您 稍等。 您贵姓 呢？  #,0 记录被保险人资料
0 你 刚刚 说 四十九 那 性别 呢 拿着 还有 您的 嗯 好的 您 稍等？  #,0 记录被保险人资料
0 那 麻烦 你 留 一个 电话 这边 给您 发送 的 话 您 这个 固话 接收 不 了 您 说 一个 手机号码。  #,0 记录被保险人资料
0 那 投保人 怎么 称呼？  #,0 记录被保险人资料
0 那 被保险人 多大 呀！  #,0 记录被保险人资料
0 嗯 是 位 女士 还是 先生 呀！  #,0 记录被保险人资料
0 广东 广州 的 那 我给您 预约 广东 广州 当地 的 业务 当地 的 那个 业务员 女士 您贵姓 啊！  #,0 记录被保险人资料
0 啊 对 对 咱们 是 河北 石家庄 地区 的！ 啊 对 对 对 嗯 那 我 这边 给您 登记 了 先生 那 后期 呢 会 有 人员 他 就 跟您 联系 然后 您 注意接听 一下 我们 电话 就 可以 了 好吧！ 哦 好 好 好 嗯 那您 这边 还有 其他 的 问题需要 咨询 吗！ 没有 了。 好的 那 感谢 您的来电 本次服务 还 满意 吗？  #,0 记录被保险人资料
0 我们 这边 现在 就是 说 帮您 帮您申请 一下 预约 一下 这个 会 有 工作人员 给您 联系 的 被保险人 年龄 大概 多少钱 呢？  #,0 记录被保险人资料
0 行 您的 联系方式 就是 您 现在 来 南京 的 这个 号码 是吧！ 对 呀！ 请问您 贵姓。  #,0 记录被保险人资料
0 好的 我 现在 是 需要 您 提供 一下 您 在 哪个省 哪个市 或者说 是 是 在 哪个区 哪个县 不需要 提供？  #,0 记录被保险人资料
0 嗯 时间 吧 嗯 女士 这个 我们 这边 工作人员 需要 大概 了解 一下 被保险人 的 年龄 性别 需要 提供 一下。  #,0 记录被保险人资料
0 来电 这个 电话 是吧 对？ 您 是 在 哪个省 哪个市 呢？ 广州市 越秀区。 越秀区。  #,0 记录被保险人资料
0 嗯， 问一下 您 所在地 是 在 什么 省 什么 市？ 海口市。 海南 海口 是吧！ 对 然后 您的 联系方式 留 来电 进行 一个 呢？  #,0 记录被保险人资料
0 问一下 主要 是 做什么 工作 以及？  #,0 记录被保险人资料
0 没 提示 是吧！ 对， 嗯， 然后 再 继续 多少 人 呢？  #,0 记录被保险人资料
0 二十 个 左右 那 女士 那 我 这边 已经 帮您登记 下来 了 到时候 公司 机构 那 边 会 和 您 确认 联系 的 能 问一下 您 怎么 称呼 毛 先生 吗？  #,0 记录被保险人资料
0 嗯 好 请问 大概是 被保险 多大 年龄 呢 男士 女士？  #,0 记录被保险人资料
0 嗯 行 可以 嗯 好的 您 稍等 您的 您的 地区 是 现在？  #,0 记录被保险人资料
0 好的 好的 那 被保 年龄 是 多大 呢？  #,0 记录被保险人资料
0 哦 好的 男孩 还是 女孩！  #,0 记录被保险人资料
0 嗯 好的 那 被保险 有 多大 了。  #,0 记录被保险人资料
0 五十二 周岁 是吗？  #,0 记录被保险人资料
0 稍等 一下。 嗯 男 男性 女性。  #,0 记录被保险人资料
0 嗯 请问 被保险 您 想 给 多大 年龄 的 人 进行 投保 呢？  #,0 记录被保险人资料
0 好的 然后。 就是 被保险人 他是 男生 还是 女生 呢？  #,0 记录被保险人资料
0 上海市 是吧！ 嗯 稍等 一下 先生 然后 问一下 被保险人 的 性别 女 年龄， 被保险人 好听。  #,0 记录被保险人资料
0 对， 好的 孩子 的 话 大概 多大 年龄 呢？  #,0 记录被保险人资料
0 木子李 吗？ 对， 后续 联系 的 话 就 联系 您 来电 这个 号码 对 吗？ 对， 嗯 您 现在 是 在 湖南 湘潭。  #,0 记录被保险人资料
0 后期 就 联系 您 现在 来电 幺三九 的 号码 对 吗？ 对 被保险人 大概 多大。  #,0 记录被保险人资料
